val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_time,learning_rate,loss_function,batch_size,optimizer,betas,amsgrad,weight_decay,epochs_taken,train_insertions,train_deletions,train_mutation_rate,model_name,oversample,confidence_threshold,seq_count_threshold,seq_len,test_insertions,test_deletions,test_mutation_rate,tag_and_primer,reverse_complements,k_folds,k_iters,encoding_mode,test_split,load_existing_train_test,layer1_input_channels,layer1_output_channels,layer1_conv_kernel,layer1_stride,layer1_padding,layer1_dropout,layer1_pool_kernel,layer2_input_channels,layer2_output_channels,layer2_conv_kernel,layer2_stride,layer2_padding,layer2_dropout,layer2_pool_kernel,datetime,trials
1.0,1.0,0.9797132779610876,1.0,1.0,1.0,1.0,1.0,0.9207264957264956,0.939102564102564,0.9428571428571428,0.969017094017094,0.9676190476190476,0.9428571428571428,0.9253333333333332,0.939102564102564,0.998304695658692,0.0255866050720214,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,9,1,1,0.0,2,,,,,,,,20240112_094017,
1.0,1.0,0.9797132779610876,1.0,1.0,1.0,1.0,1.0,0.9,0.9198717948717948,0.92,0.9503205128205128,0.9557142857142856,0.92,0.9032380952380952,0.9198717948717948,0.9966443153108492,0.034285545349121,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,11,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,5,1,2,0.1,2,342.0,128.0,8.0,2.0,2.0,0.4,2.0,20240112_220145,1.0
0.9833333333333332,0.9916666666666668,0.9797075890317444,0.9916666666666668,1.0,0.9925925925925926,0.9925925925925926,0.9913043478260868,0.9273504273504272,0.9455128205128204,0.9485714285714286,0.971153846153846,0.9742857142857144,0.9485714285714286,0.9333333333333332,0.9455128205128204,0.9989130971789932,0.0222229957580566,0.004,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,7,1,0,0.1,2,342.0,128.0,7.0,1.0,2.0,0.7,2.0,20240111_051809,1.0
1.0,1.0,0.9797075890317444,1.0,1.0,1.0,1.0,1.0,0.9057692307692308,0.9230769230769232,0.9257142857142856,0.9561965811965812,0.9533333333333333,0.9257142857142856,0.9081904761904762,0.9230769230769232,0.9975683104794126,0.0268137454986572,0.002,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,7,1,0,0.5,2,612.0,256.0,5.0,1.0,0.0,0.1,2.0,20240112_080617,1.0
0.992,0.996,0.9797075890317444,0.996,1.0,0.9966101694915256,0.9966101694915256,0.9959183673469388,0.9008547008547008,0.9166666666666666,0.92,0.9455128205128204,0.9457142857142856,0.92,0.905142857142857,0.9166666666666666,0.9972733730955776,0.0222411155700683,0.005,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,7,1,1,0.0,2,342.0,196.0,9.0,1.0,1.0,0.4,2.0,20240112_123341,1.0
1.0,1.0,0.9797075890317444,1.0,1.0,1.0,1.0,1.0,0.9316239316239316,0.9455128205128204,0.9485714285714286,0.971153846153846,0.9714285714285714,0.9485714285714286,0.9352380952380952,0.9455128205128204,0.9985996330425272,0.0184452533721923,0.006,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,6,1,0,0.4,3,,,,,,,,20240112_143736,
1.0,1.0,0.9797019001024008,1.0,1.0,1.0,1.0,1.0,0.922863247863248,0.939102564102564,0.9428571428571428,0.965811965811966,0.9647619047619046,0.9428571428571428,0.9272380952380952,0.939102564102564,0.9989130971789932,0.0223975181579589,0.004,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",False,0.0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,8,1,2,0.2,3,,,,,,,,20240110_205347,3.0
1.0,1.0,0.9797019001024008,1.0,1.0,1.0,1.0,1.0,0.9162393162393164,0.9326923076923076,0.9371428571428572,0.9604700854700856,0.9609523809523808,0.9371428571428572,0.921142857142857,0.9326923076923076,0.9956517498624337,0.0292930603027343,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,612,9,1,2,0.2,3,,,,,,,,20240112_052719,
1.0,1.0,0.9786608260325408,1.0,1.0,1.0,1.0,1.0,0.9002136752136752,0.9198717948717948,0.92,0.9572649572649572,0.9552380952380952,0.92,0.9020952380952382,0.9198717948717948,0.9946555642439636,0.0273709297180175,0.005,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,256,5,1,2,0.1,3,,,,,,,,20240111_134210,
1.0,1.0,0.9786608260325408,1.0,1.0,1.0,1.0,1.0,0.9134615384615384,0.9326923076923076,0.9371428571428572,0.9615384615384616,0.9628571428571427,0.9371428571428572,0.92,0.9326923076923076,0.9993353793682676,0.0209274291992187,0.003,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,20,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,342,7,1,0,0.1,2,342.0,128.0,9.0,2.0,2.0,0.4,3.0,20240111_215208,1.0
0.9428571428571428,0.9714285714285712,0.9786608260325408,0.9714285714285712,1.0,0.9714285714285712,0.9714285714285712,0.9666666666666666,0.9177350427350428,0.9326923076923076,0.9371428571428572,0.9551282051282052,0.9571428571428572,0.9371428571428572,0.9238095238095236,0.9326923076923076,0.9976973588942896,0.0284488201141357,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",False,0.0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,True,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,128,8,1,1,0.3,2,128.0,196.0,5.0,1.0,2.0,0.1,0.0,20240112_043700,1.0
1.0,1.0,0.9786551371031972,1.0,1.0,1.0,1.0,1.0,0.8841880341880343,0.907051282051282,0.9142857142857144,0.9508547008547008,0.9523809523809524,0.9142857142857144,0.8925714285714285,0.907051282051282,0.9962969919368166,0.0202002525329589,0.004,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",False,0.0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,False,,2,64,"[1, 1]","[1, 1]",0.02,False,False,5,5,probability,0.3,True,4,64,7,2,2,0.0,0,64.0,64.0,9.0,2.0,1.0,0.4,3.0,20240112_135013,1.0
