val_macro_f1-score,val_macro_recall,val_micro_accuracy,val_macro_precision,val_weighted_precision,val_weighted_recall,val_weighted_f1-score,val_balanced_accuracy,test_macro_f1-score,test_macro_recall,test_micro_accuracy,test_macro_precision,test_weighted_precision,test_weighted_recall,test_weighted_f1-score,test_balanced_accuracy,test_macro_ovr_roc_auc_score,test_time,learning_rate,loss_function,batch_size,optimizer,betas,amsgrad,weight_decay,epochs_taken,train_insertions,train_deletions,train_mutation_rate,model_name,oversample,confidence_threshold,seq_count_threshold,seq_len,test_insertions,test_deletions,test_mutation_rate,tag_and_primer,reverse_complements,k_folds,k_iters,encoding_mode,test_split,load_existing_train_test,layer1_input_channels,layer1_output_channels,layer1_conv_kernel,layer1_stride,layer1_padding,layer1_dropout,layer1_pool_kernel,layer2_input_channels,layer2_output_channels,layer2_conv_kernel,layer2_stride,layer2_padding,layer2_dropout,layer2_pool_kernel,datetime,trials,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.942857143,0.971428571,0.961554215,0.971428571,1,0.975,0.975,0.966666667,0.901495726,0.916666667,0.92,0.94017094,0.941904762,0.92,0.906285714,0.916666667,0.986589612,0.034531593,0.004,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,10,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,7,1,1,0,0,512,342,7,1,0,0.1,3,20240103_051953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.913247863,0.932692308,0.931428571,0.966880342,0.968571429,0.931428571,0.915809524,0.932692308,0.996921578,0.027630091,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,20,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,8,2,0,0.8,2,,,,,,,,20240103_091533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.892948718,0.907051282,0.914285714,0.936965812,0.939047619,0.914285714,0.900571429,0.907051282,0.99789945,0.02589798,0.001,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,8,2,0,0.2,2,,,,,,,,20240103_092325,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.90042735,0.919871795,0.925714286,0.955128205,0.955238095,0.925714286,0.907238095,0.919871795,0.994418124,0.025223732,0.005,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,8,2,0,0,0,,,,,,,,20240103_144325,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.885470085,0.900641026,0.908571429,0.930555556,0.936190476,0.908571429,0.894857143,0.900641026,0.997267198,0.026328564,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,9,2,1,0.5,2,,,,,,,,20240103_160146,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.887606838,0.907051282,0.908571429,0.944444444,0.940952381,0.908571429,0.889142857,0.907051282,0.998765309,0.021943569,0.002,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,5,2,0,0.6,3,,,,,,,,20240103_180907,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.942857143,0.971428571,0.961554215,0.971428571,1,0.971428571,0.971428571,0.966666667,0.928418803,0.945512821,0.942857143,0.97008547,0.973333333,0.942857143,0.93047619,0.945512821,0.994380005,0.032192469,0.005,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,9,2,0,0.7,2,,,,,,,,20240103_200221,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.973333333,0.99,0.961554215,0.98,1,0.981818182,0.987878788,0.988888889,0.924145299,0.942307692,0.942857143,0.97008547,0.973333333,0.942857143,0.928571429,0.942307692,0.993626371,0.032426834,0.003,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,8,1,2,0.1,3,256,64,9,1,2,0.8,0,20240103_200302,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.857264957,0.887820513,0.891428571,0.941773504,0.948095238,0.891428571,0.865142857,0.887820513,0.988356255,0.032021284,0.005,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,6,2,0,0.1,0,512,196,6,2,2,0.3,2,20240103_210159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.984,0.992,0.961554215,0.992,1,0.993220339,0.993220339,0.991836735,0.897008547,0.916666667,0.92,0.955128205,0.956190476,0.92,0.902095238,0.916666667,0.996812973,0.019514322,0.008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,9,1,1,0.3,0,128,64,8,2,2,0.3,2,20240103_214930,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.945555556,0.9755,0.961554215,0.967333333,1,0.970899471,0.975749559,0.973913043,0.836324786,0.868589744,0.874285714,0.925213675,0.925714286,0.874285714,0.845333333,0.868589744,0.992795649,0.01922226,0.0008,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,8,2,1,0.6,0,,,,,,,,20240104_021243,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.984156863,0.992078431,0.961554215,0.992078431,1,0.993276836,0.993276836,0.991918367,0.910042735,0.929487179,0.931428571,0.958333333,0.960952381,0.931428571,0.912952381,0.929487179,0.998489537,0.019626379,0.004,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,7,1,1,0.7,0,196,256,8,2,1,0.6,2,20240104_030544,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.911324786,0.929487179,0.931428571,0.955128205,0.957142857,0.931428571,0.916190476,0.929487179,0.998433531,0.029736042,0.001,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,8,1,0,0.7,2,128,256,7,1,2,0.5,2,20240104_053908,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.963636364,0.981818182,0.961554215,0.981818182,1,0.983333333,0.983333333,0.98,0.881196581,0.907051282,0.902857143,0.945512821,0.940952381,0.902857143,0.878666667,0.907051282,0.997621335,0.02205658,0.008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,6,1,0,0.8,2,,,,,,,,20240104_061729,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.884615385,0.903846154,0.908571429,0.932692308,0.934285714,0.908571429,0.891428571,0.903846154,0.996978223,0.029657602,0.001,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,9,1,1,0.2,0,256,64,5,1,0,0.1,0,20240104_063134,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.986823529,0.994078431,0.961554215,0.992078431,1,0.989943503,0.991073446,0.993959184,0.933547009,0.945512821,0.948571429,0.965811966,0.964761905,0.948571429,0.936761905,0.945512821,0.997862609,0.017919302,0.007,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,17,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,6,1,1,0.7,3,,,,,,,,20240104_092438,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.894871795,0.907051282,0.908571429,0.930555556,0.931428571,0.908571429,0.897333333,0.907051282,0.997789141,0.022343397,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,9,2,2,0.6,3,,,,,,,,20240104_092825,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96,0.98,0.961554215,0.98,1,0.981818182,0.981818182,0.977777778,0.905982906,0.919871795,0.925714286,0.944444444,0.947619048,0.925714286,0.913333333,0.919871795,0.992170211,0.025144577,0.004,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,11,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,9,1,0,0.4,3,128,128,9,1,2,0,0,20240104_122755,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.950959181,0.976762116,0.961554215,0.972914539,1,0.976440678,0.978681733,0.975755102,0.888675214,0.91025641,0.908571429,0.939102564,0.943809524,0.908571429,0.890095238,0.91025641,0.998820463,0.019528627,0.008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,11,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,9,1,1,0.3,0,128,64,9,1,1,0.3,3,20240104_134108,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.942857143,0.971428571,0.961554215,0.971428571,1,0.971428571,0.971428571,0.966666667,0.903846154,0.923076923,0.92,0.954059829,0.95047619,0.92,0.903809524,0.923076923,0.997070218,0.02858305,0.0008,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,9,2,0,0.1,0,256,64,5,2,1,0.1,0,20240104_140903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.898290598,0.916666667,0.92,0.946581197,0.941904762,0.92,0.900571429,0.916666667,0.998562792,0.026647806,0.001,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,9,1,0,0.4,3,342,342,8,1,0,0.1,2,20240104_184908,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.979084967,0.990196078,0.961554215,0.988235294,1,0.989887006,0.990998117,0.989836735,0.859615385,0.887820513,0.897142857,0.943376068,0.942857143,0.897142857,0.868761905,0.887820513,0.99723632,0.024419785,0.001,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,5,1,1,0.4,0,342,512,5,2,0,0.2,0,20240104_200836,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961554215,1,1,1,1,1,0.882264957,0.903846154,0.908571429,0.943376068,0.944761905,0.908571429,0.889142857,0.903846154,0.996352146,0.029283762,0.003,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,6,2,2,0,3,196,196,8,2,2,0.2,0,20240104_213151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.965442365,0.984476784,0.961548527,0.979209979,1,0.981712474,0.984778013,0.983333333,0.854059829,0.887820513,0.891428571,0.94284188,0.949047619,0.891428571,0.862285714,0.887820513,0.995062088,0.021048784,0.008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,6,2,2,0.4,0,196,256,6,2,1,0.2,3,20240103_015220,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.978378378,0.989189189,0.961548527,0.989189189,1,0.990697674,0.990697674,0.988888889,0.925,0.939102564,0.942857143,0.962606838,0.961904762,0.942857143,0.929142857,0.939102564,0.998986139,0.018847942,0.0008,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,5,1,2,0.4,2,,,,,,,,20240103_123038,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.983333333,0.991666667,0.961548527,0.991666667,1,0.992592593,0.992592593,0.991304348,0.902136752,0.923076923,0.925714286,0.957264957,0.958095238,0.925714286,0.907428571,0.923076923,0.996646658,0.022209644,0.007,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,5,1,0,0.3,3,256,612,8,1,1,0.4,0,20240104_005644,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.963963964,0.981081081,0.961548527,0.981081081,0.997674419,0.981395349,0.981395349,0.980555556,0.889102564,0.907051282,0.908571429,0.940705128,0.945238095,0.908571429,0.892380952,0.907051282,0.994621279,0.023185968,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,6,2,2,0,0,196,128,6,1,2,0,0,20240104_014517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.965437908,0.982039216,0.961548527,0.982078431,0.998333333,0.983107345,0.983126177,0.981755102,0.888675214,0.913461538,0.92,0.952991453,0.953333333,0.92,0.896761905,0.913461538,0.997365581,0.023896217,0.0008,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,7,1,1,0.5,2,64,612,7,1,0,0.1,3,20240104_020510,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961548527,1,1,1,1,1,0.898290598,0.923076923,0.92,0.959401709,0.959047619,0.92,0.896761905,0.923076923,0.995776965,0.029908419,0.007,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,12,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,9,1,2,0.7,2,,,,,,,,20240104_075701,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.961904762,0.985714286,0.961548527,0.971428571,1,0.971428571,0.980952381,0.983333333,0.911111111,0.932692308,0.925714286,0.967948718,0.971428571,0.925714286,0.907428571,0.932692308,0.996057209,0.025579214,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,16,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,6,2,0,0.2,3,,,,,,,,20240104_083309,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961548527,1,1,1,1,1,0.879700855,0.907051282,0.908571429,0.952991453,0.954285714,0.908571429,0.88552381,0.907051282,0.995467547,0.028133869,0.002,CrossEntropyLoss,10,Adam,"(0.9, 0.999)",FALSE,0,13,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,5,2,0,0.5,0,196,342,5,1,2,0.4,0,20240104_111711,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961548527,1,1,1,1,1,0.910683761,0.929487179,0.931428571,0.960470085,0.960952381,0.931428571,0.915047619,0.929487179,0.998857304,0.025519609,0.0008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,128,7,1,0,0.3,2,128,256,5,2,0,0.6,3,20240104_181205,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.96036036,0.981081081,0.961548527,0.978378378,1,0.981395349,0.982945736,0.980555556,0.906837607,0.929487179,0.931428571,0.962606838,0.964761905,0.931428571,0.912,0.929487179,0.997623678,0.02751708,0.003,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,19,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,7,2,1,0.6,2,256,128,6,1,2,0.1,0,20240104_200923,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.9872,0.992,0.961548527,0.994666667,0.997777778,0.993276836,0.991943503,0.991918367,0.888034188,0.913461538,0.914285714,0.954594017,0.957619048,0.914285714,0.891428571,0.913461538,0.997918189,0.019509554,0.003,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,6,1,2,0.7,2,196,256,7,1,0,0.1,0,20240103_011159,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.984156863,0.992078431,0.961548527,0.992078431,1,0.993220339,0.993220339,0.991918367,0.915384615,0.932692308,0.925714286,0.955128205,0.955238095,0.925714286,0.911047619,0.932692308,0.995964575,0.018437624,0.006,CrossEntropyLoss,64,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,6,2,2,0.4,0,,,,,,,,20240103_022834,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.966666667,0.983333333,0.961548527,0.983333333,1,0.985449735,0.985449735,0.982608696,0.917307692,0.935897436,0.937142857,0.966880342,0.963809524,0.937142857,0.919238095,0.935897436,0.997733561,0.022104025,0.006,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,196,8,1,1,0,0,196,342,9,2,1,0.6,2,20240103_023940,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.965942029,0.982971014,0.961548527,0.982971014,1,0.985449735,0.985449735,0.982213439,0.886752137,0.91025641,0.914285714,0.954059829,0.956190476,0.914285714,0.894285714,0.91025641,0.998010397,0.01995039,0.006,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,7,2,1,0.2,2,,,,,,,,20240103_033102,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.974774775,0.989189189,0.961548527,0.983783784,1,0.98615222,0.989217759,0.988888889,0.848504274,0.878205128,0.874285714,0.922542735,0.92047619,0.874285714,0.84952381,0.878205128,0.993418531,0.018381357,0.003,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,9,1,0,0.6,0,,,,,,,,20240103_052005,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961548527,1,1,1,1,1,0.916452991,0.932692308,0.931428571,0.965811966,0.964761905,0.931428571,0.915809524,0.932692308,0.99703359,0.022179604,0.0008,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,612,6,1,1,0.2,0,,,,,,,,20240103_055423,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,0.961548527,1,1,1,1,1,0.893162393,0.913461538,0.914285714,0.947649573,0.95047619,0.914285714,0.896190476,0.913461538,0.994786742,0.022012949,0.007,CrossEntropyLoss,16,Adam,"(0.9, 0.999)",FALSE,0,15,"[0, 2]","[0, 2]",0.05,VariableCNN,FALSE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,342,8,2,0,0.5,3,,,,,,,,20240103_065201,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.978378378,0.989189189,0.961548527,0.989189189,1,0.990697674,0.990697674,0.988888889,0.866239316,0.891025641,0.891428571,0.930555556,0.924761905,0.891428571,0.868190476,0.891025641,0.992169572,0.018064737,0.005,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,18,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,64,5,2,1,0.6,0,,,,,,,,20240103_070739,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.982608696,0.991304348,0.961548527,0.986956522,0.996296296,0.985185185,0.987654321,0.991106719,0.865811966,0.894230769,0.902857143,0.947649573,0.944761905,0.902857143,0.874095238,0.894230769,0.998212914,0.0238204,0.005,CrossEntropyLoss,32,Adam,"(0.9, 0.999)",FALSE,0,11,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,512,7,2,0,0,2,512,342,6,1,0,0.1,2,20240103_084332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.968041726,0.986699858,0.961548527,0.978662873,1,0.981395349,0.986046512,0.986111111,0.898717949,0.916666667,0.914285714,0.956196581,0.947619048,0.914285714,0.895619048,0.916666667,0.996164323,0.020780563,0.007,CrossEntropyLoss,48,Adam,"(0.9, 0.999)",FALSE,0,14,"[0, 2]","[0, 2]",0.05,VariableCNN,TRUE,,2,60,"[1, 1]","[1, 1]",0.02,FALSE,FALSE,5,5,probability,0.3,TRUE,4,256,6,2,0,0.2,0,256,196,8,1,2,0.6,0,20240103_111115,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
